Protein.Group,Protein.Names,Protein,Protein.Description,Sample,Replicate,Top_3pep_counts_mean,%_of protein_abundance_Top3-method,log10_%_abundance
P0A124,RSMG_PSEPK,Rsmg,Ribosomal RNA small subunit methyltransferase G,PP_0368,R3,894439.6133,0.023656225,-1.626054567
P0A126,IHFA_PSEPK,Ihfa,Integration host factor subunit alpha,PP_0368,R1,1116366.933,0.028755707,-1.541275947
P0A126,IHFA_PSEPK,Ihfa,Integration host factor subunit alpha,PP_0368,R2,1259748.967,0.032649043,-1.486129545
P0A126,IHFA_PSEPK,Ihfa,Integration host factor subunit alpha,PP_0368,R3,1166919.947,0.03086281,-1.510564528
P0A128,IHFB_PSEPK,Ihfb,Integration host factor subunit beta,PP_0368,R1,103198.9667,0.002658229,-2.575407563
P0A128,IHFB_PSEPK,Ihfb,Integration host factor subunit beta,PP_0368,R2,70118.23333,0.001817261,-2.740582591
P0A128,IHFB_PSEPK,Ihfb,Integration host factor subunit beta,PP_0368,R3,22612.37333,0.000598054,-3.223259445
P0A130,Y1224_PSEPK,Pp_1224,Uncharacterized protein PP_1224,PP_0368,R1,366922.2,0.00945129,-2.024508923
P0A130,Y1224_PSEPK,Pp_1224,Uncharacterized protein PP_1224,PP_0368,R2,410163.2,0.010630242,-1.973456864
P0A130,Y1224_PSEPK,Pp_1224,Uncharacterized protein PP_1224,PP_0368,R3,313430.6133,0.008289643,-2.081464179
P0A136,KAD_PSEPK,Adk,Adenylate kinase,PP_0368,R1,4016928.6,0.103469226,-0.985188799
P0A136,KAD_PSEPK,Adk,Adenylate kinase,PP_0368,R2,3621640.867,0.093862437,-1.027508174
P0A136,KAD_PSEPK,Adk,Adenylate kinase,PP_0368,R3,3676569.947,0.097238274,-1.012162759
P0A138,PAL_PSEPK,Pal,Peptidoglycan-associated lipoprotein,PP_0368,R1,8610000,0.221778908,-0.65407976
P0A138,PAL_PSEPK,Pal,Peptidoglycan-associated lipoprotein,PP_0368,R2,7720000,0.20008003,-0.698796256
P0A138,PAL_PSEPK,Pal,Peptidoglycan-associated lipoprotein,PP_0368,R3,8380000,0.221635042,-0.654361573
P0A140,YIDC_PSEPK,Yidc,Membrane protein insertase YidC,PP_0368,R1,1760390.333,0.045344651,-1.343473936
P0A140,YIDC_PSEPK,Yidc,Membrane protein insertase YidC,PP_0368,R2,1662519.667,0.043087692,-1.365646765
P0A140,YIDC_PSEPK,Yidc,Membrane protein insertase YidC,PP_0368,R3,1783236.613,0.047163213,-1.326396619
P0A147,HPF_PSEPK,Hpf,Ribosome hibernation promoting factor,PP_0368,R1,4286628,0.110416222,-0.956967115
P0A147,HPF_PSEPK,Hpf,Ribosome hibernation promoting factor,PP_0368,R2,5146666.667,0.133386687,-0.874887515
P0A147,HPF_PSEPK,Hpf,Ribosome hibernation promoting factor,PP_0368,R3,4797784,0.12689225,-0.8965649
P0A149,Y002_PSEPK,Pp_0002,Uncharacterized protein PP_0002,PP_0368,R1,546538.6,0.014077902,-1.851462071
P0A149,Y002_PSEPK,Pp_0002,Uncharacterized protein PP_0002,PP_0368,R2,684708.3333,0.017745656,-1.750907943
P0A149,Y002_PSEPK,Pp_0002,Uncharacterized protein PP_0002,PP_0368,R3,766600,0.02027511,-1.693036777
P0A151,PARB_PSEPK,Parb,Probable chromosome-partitioning protein ParB,PP_0368,R1,618029.5333,0.015919386,-1.798073683
P0A151,PARB_PSEPK,Parb,Probable chromosome-partitioning protein ParB,PP_0368,R2,832667.2,0.021580321,-1.665942099
P0A151,PARB_PSEPK,Parb,Probable chromosome-partitioning protein ParB,PP_0368,R3,920734.6133,0.024351677,-1.613471122
P0A157,RL7_PSEPK,Rpll,50S ribosomal protein L7/L12,PP_0368,R1,48870523.87,1.258821301,0.099964083
P0A157,RL7_PSEPK,Rpll,50S ribosomal protein L7/L12,PP_0368,R2,50803813.97,1.316687646,0.119482761
P0A157,RL7_PSEPK,Rpll,50S ribosomal protein L7/L12,PP_0368,R3,34533236.61,0.913338348,-0.039368308
P0A165,RS21_PSEPK,Rpsu,30S ribosomal protein S21,PP_0368,R1,9516666.667,0.245133094,-0.610598054
P0A165,RS21_PSEPK,Rpsu,30S ribosomal protein S21,PP_0368,R2,8893333.333,0.23048943,-0.637348986
P0A165,RS21_PSEPK,Rpsu,30S ribosomal protein S21,PP_0368,R3,8640000,0.228511547,-0.641091849
P0A171,RP54_PSEPK,Rpon,RNA polymerase sigma-54 factor,PP_0368,R1,796382.9333,0.020513465,-1.687960967
P0A171,RP54_PSEPK,Rpon,RNA polymerase sigma-54 factor,PP_0368,R2,757158.8667,0.019623364,-1.707226544
P0A171,RP54_PSEPK,Rpon,RNA polymerase sigma-54 factor,PP_0368,R3,775624.6133,0.020513794,-1.68795401
P0A173,TOLB_PSEPK,Tolb,Protein TolB,PP_0368,R1,2560000,0.065941232,-1.180842946
P0A173,TOLB_PSEPK,Tolb,Protein TolB,PP_0368,R2,2223333.333,0.057622358,-1.239408977
P0A173,TOLB_PSEPK,Tolb,Protein TolB,PP_0368,R3,2166666.667,0.057304207,-1.24181349
P0A175,MNME_PSEPK,Mnme,tRNA modification GTPase MnmE,PP_0368,R1,222627.9333,0.005734516,-2.241503257
P0A175,MNME_PSEPK,Mnme,tRNA modification GTPase MnmE,PP_0368,R2,334381.2,0.008666192,-2.062171704
P0A175,MNME_PSEPK,Mnme,tRNA modification GTPase MnmE,PP_0368,R3,327156.9467,0.008652678,-2.062849446
P0AE22,APHA_ECOLI,Apha,Class B acid phosphatase,PP_0368,R1,16336928.6,0.420811403,-0.3759125
P0AE22,APHA_ECOLI,Apha,Class B acid phosphatase,PP_0368,R2,14744516,0.38213513,-0.417783035
P0AE22,APHA_ECOLI,Apha,Class B acid phosphatase,PP_0368,R3,10006473.23,0.264652162,-0.577324554
P13645,K1C10_HUMAN,Krt10,"Keratin, type I cytoskeletal 10",PP_0368,R1,10785.8,0.000277824,-3.556230549
P13645,K1C10_HUMAN,Krt10,"Keratin, type I cytoskeletal 10",PP_0368,R2,14922.6,0.000386751,-3.412569058
P13645,K1C10_HUMAN,Krt10,"Keratin, type I cytoskeletal 10",PP_0368,R3,9709.84,0.000256807,-3.590393518
P23181,AACC1_PSEAI,Aacc1,Gentamicin 3-N-acetyltransferase,PP_0368,R1,59507682.6,1.532816358,0.185490126
P23181,AACC1_PSEAI,Aacc1,Gentamicin 3-N-acetyltransferase,PP_0368,R2,63611916,1.648636537,0.217124921
P23181,AACC1_PSEAI,Aacc1,Gentamicin 3-N-acetyltransferase,PP_0368,R3,57307159.33,1.515665236,0.180603289
P32377,MVD1_YEAST,Mvd1,Diphosphomevalonate decarboxylase,PP_0368,R1,68309284,1.759530591,0.245396822
P32377,MVD1_YEAST,Mvd1,Diphosphomevalonate decarboxylase,PP_0368,R2,90629900.33,2.348864403,0.370857946
P32377,MVD1_YEAST,Mvd1,Diphosphomevalonate decarboxylase,PP_0368,R3,109459518.3,2.894995819,0.461647941
P35527,K1C9_HUMAN,Krt9,"Keratin, type I cytoskeletal 9",PP_0368,R1,80503.6,0.002073635,-2.68326761
P35527,K1C9_HUMAN,Krt9,"Keratin, type I cytoskeletal 9",PP_0368,R2,14922.6,0.000386751,-3.412569058
P35527,K1C9_HUMAN,Krt9,"Keratin, type I cytoskeletal 9",PP_0368,R3,9709.84,0.000256807,-3.590393518
P35908,K22E_HUMAN,Krt2,"Keratin, type II cytoskeletal 2 epidermal",PP_0368,R1,27706.73333,0.000713678,-3.146497587
P35908,K22E_HUMAN,Krt2,"Keratin, type II cytoskeletal 2 epidermal",PP_0368,R2,14922.6,0.000386751,-3.412569058
P35908,K22E_HUMAN,Krt2,"Keratin, type II cytoskeletal 2 epidermal",PP_0368,R3,9709.84,0.000256807,-3.590393518
P59285,ALLA_PSEPK,Alla,Ureidoglycolate lyase,PP_0368,R1,502743.3333,0.01294981,-1.887736591
P59285,ALLA_PSEPK,Alla,Ureidoglycolate lyase,PP_0368,R2,473018.6667,0.012259273,-1.911535277
P59285,ALLA_PSEPK,Alla,Ureidoglycolate lyase,PP_0368,R3,479833,0.012690669,-1.896515479
P59300,ARGB_PSEPK,Argb,Acetylglutamate kinase,PP_0368,R1,2586928.6,0.066634866,-1.176298469
P59300,ARGB_PSEPK,Argb,Acetylglutamate kinase,PP_0368,R2,2738307.533,0.070968997,-1.148931335
P59300,ARGB_PSEPK,Argb,Acetylglutamate kinase,PP_0368,R3,2726569.947,0.072112583,-1.141988948
P59308,ARGC2_PSEPK,Argc2,N-acetyl-gamma-glutamyl-phosphate reductase 2,PP_0368,R1,51593.8,0.001328968,-2.876485396
P59308,ARGC2_PSEPK,Argc2,N-acetyl-gamma-glutamyl-phosphate reductase 2,PP_0368,R2,64260.26667,0.00166544,-2.778471033
P59308,ARGC2_PSEPK,Argc2,N-acetyl-gamma-glutamyl-phosphate reductase 2,PP_0368,R3,37482.94,0.000991352,-3.003771944
P59319,ARGD_PSEPK,Argd,Acetylornithine aminotransferase,PP_0368,R1,2305556.6,0.059387204,-1.226307123
P59319,ARGD_PSEPK,Argd,Acetylornithine aminotransferase,PP_0368,R2,2095050.333,0.054297634,-1.265219095
P59319,ARGD_PSEPK,Argd,Acetylornithine aminotransferase,PP_0368,R3,2167547.667,0.057327508,-1.241636935
P59351,Y396_PSEPK,Pp_0396,UPF0229 protein PP_0396,PP_0368,R1,1069429.667,0.027546683,-1.559930684
P59351,Y396_PSEPK,Pp_0396,UPF0229 protein PP_0396,PP_0368,R2,1065945.667,0.027626223,-1.558678488
P59351,Y396_PSEPK,Pp_0396,UPF0229 protein PP_0396,PP_0368,R3,1192612.667,0.031542334,-1.501106174
P59374,RS11_PSEPK,Rpsk,30S ribosomal protein S11,PP_0368,R1,9688244.667,0.24955265,-0.602837814
P59374,RS11_PSEPK,Rpsk,30S ribosomal protein S11,PP_0368,R2,9605074.2,0.248935691,-0.603912832
P59374,RS11_PSEPK,Rpsk,30S ribosomal protein S11,PP_0368,R3,10283139.89,0.271969468,-0.565479848
P59392,SELD_PSEPK,Seld,"Selenide, water dikinase",PP_0368,R1,235968.6,0.006078148,-2.216228696
P59392,SELD_PSEPK,Seld,"Selenide, water dikinase",PP_0368,R2,185599.4,0.004810199,-2.317836988
P59392,SELD_PSEPK,Seld,"Selenide, water dikinase",PP_0368,R3,178253.6133,0.004714469,-2.32656725
P59400,HISX_PSEPK,Hisd,Histidinol dehydrogenase,PP_0368,R1,1728550,0.044524498,-1.351400965
P59400,HISX_PSEPK,Hisd,Histidinol dehydrogenase,PP_0368,R2,1658634.333,0.042986996,-1.366662905
P59400,HISX_PSEPK,Hisd,Histidinol dehydrogenase,PP_0368,R3,1759903.28,0.04654609,-1.332116791
P59560,Y1352_PSEPK,Pp_1352,UPF0234 protein PP_1352,PP_0368,R1,1300695.267,0.033503691,-1.474907352
P59560,Y1352_PSEPK,Pp_1352,UPF0234 protein PP_1352,PP_0368,R2,1385419.2,0.035906051,-1.444832354
P59560,Y1352_PSEPK,Pp_1352,UPF0234 protein PP_1352,PP_0368,R3,1284624.613,0.033975875,-1.468829353
P59604,ASSY_PSEPK,Argg,Argininosuccinate synthase,PP_0368,R1,8924562.667,0.229881505,-0.638495968
P59604,ASSY_PSEPK,Argg,Argininosuccinate synthase,PP_0368,R2,9576101,0.24818479,-0.605224838
P59604,ASSY_PSEPK,Argg,Argininosuccinate synthase,PP_0368,R3,8007279,0.211777281,-0.674120631
P59612,ARGJ_PSEPK,Argj,Arginine biosynthesis bifunctional protein ArgJ,PP_0368,R1,2590523.867,0.066727474,-1.175695314
P59612,ARGJ_PSEPK,Argj,Arginine biosynthesis bifunctional protein ArgJ,PP_0368,R2,2454974.2,0.063625818,-1.196366624
P59612,ARGJ_PSEPK,Argj,Arginine biosynthesis bifunctional protein ArgJ,PP_0368,R3,2586569.947,0.06840985,-1.164881365
P59618,ARLY_PSEPK,Argh,Argininosuccinate lyase,PP_0368,R1,2451839.667,0.063155206,-1.199590845
P59618,ARLY_PSEPK,Argh,Argininosuccinate lyase,PP_0368,R2,2483128.333,0.064355491,-1.191414391
P59618,ARLY_PSEPK,Argh,Argininosuccinate lyase,PP_0368,R3,2703613.667,0.071505433,-1.145660959
P65117,IF1_PSEPK,Infa,Translation initiation factor IF-1,PP_0368,R1,4202059.567,0.108237884,-0.965620707
P65117,IF1_PSEPK,Infa,Translation initiation factor IF-1,PP_0368,R2,4319626.867,0.111952212,-0.950967323
P65117,IF1_PSEPK,Infa,Translation initiation factor IF-1,PP_0368,R3,3250791.493,0.085977245,-1.065616477
Q59692,FTSZ_PSEPK,Ftsz,Cell division protein FtsZ,PP_0368,R1,1460261.933,0.037613856,-1.424652147
Q59692,FTSZ_PSEPK,Ftsz,Cell division protein FtsZ,PP_0368,R2,1398250.867,0.036238611,-1.440828459
Q59692,FTSZ_PSEPK,Ftsz,Cell division protein FtsZ,PP_0368,R3,1259335.947,0.033307038,-1.477463992
Q835L3,Q835L3_ENTFA,Ef_1364,"Acetyl-CoA acetyltransferase/hydroxymethylglutaryl-CoA reductase, degradative",PP_0368,R1,51046666.67,1.314875026,0.118884477
Q835L3,Q835L3_ENTFA,Ef_1364,"Acetyl-CoA acetyltransferase/hydroxymethylglutaryl-CoA reductase, degradative",PP_0368,R2,57063333.33,1.47891625,0.169943581
Q835L3,Q835L3_ENTFA,Ef_1364,"Acetyl-CoA acetyltransferase/hydroxymethylglutaryl-CoA reductase, degradative",PP_0368,R3,53040000,1.402806997,0.146997923
Q877U6,Q877U6_PSEPK,Pp_1157,"Acetolactate synthase, catabolic, putative",PP_0368,R1,1835028.667,0.047267207,-1.325440058
Q877U6,Q877U6_PSEPK,Pp_1157,"Acetolactate synthase, catabolic, putative",PP_0368,R2,1441640.867,0.037363154,-1.427556471
Q877U6,Q877U6_PSEPK,Pp_1157,"Acetolactate synthase, catabolic, putative",PP_0368,R3,1706762.333,0.045140614,-1.345432542
Q88BX0,ATPF_PSEPK,Atpf,ATP synthase subunit b,PP_0368,R1,5830000,0.150170851,-0.823414357
Q88BX0,ATPF_PSEPK,Atpf,ATP synthase subunit b,PP_0368,R2,5590000,0.144876602,-0.839001748
Q88BX0,ATPF_PSEPK,Atpf,ATP synthase subunit b,PP_0368,R3,5490000,0.145200046,-0.838033247
Q88BX1,ATPD_PSEPK,Atph,ATP synthase subunit delta,PP_0368,R1,1891406.6,0.048719406,-1.312298011
Q88BX1,ATPD_PSEPK,Atph,ATP synthase subunit delta,PP_0368,R2,2754590.667,0.071391008,-1.146356485
Q88BX1,ATPD_PSEPK,Atph,ATP synthase subunit delta,PP_0368,R3,2461832.613,0.065110785,-1.186347071
Q88BX2,ATPA_PSEPK,Atpa,ATP synthase subunit alpha,PP_0368,R1,13723595.27,0.353496396,-0.45161501
Q88BX2,ATPA_PSEPK,Atpa,ATP synthase subunit alpha,PP_0368,R2,13238307.53,0.343098571,-0.46458109
Q88BX2,ATPA_PSEPK,Atpa,ATP synthase subunit alpha,PP_0368,R3,12679903.28,0.335359296,-0.474489651
Q88BX3,ATPG_PSEPK,Atpg,ATP synthase gamma chain,PP_0368,R1,4298764.667,0.110728842,-0.955739241
Q88BX3,ATPG_PSEPK,Atpg,ATP synthase gamma chain,PP_0368,R2,3776666.667,0.097880257,-1.009304901
Q88BX3,ATPG_PSEPK,Atpg,ATP synthase gamma chain,PP_0368,R3,2373139.893,0.062765031,-1.202282252
Q88BX4,ATPB_PSEPK,Atpd,ATP synthase subunit beta,PP_0368,R1,17940261.93,0.462110534,-0.335254132
Q88BX4,ATPB_PSEPK,Atpd,ATP synthase subunit beta,PP_0368,R2,16820000,0.435925661,-0.360587565
Q88BX4,ATPB_PSEPK,Atpd,ATP synthase subunit beta,PP_0368,R3,18317135.33,0.484453349,-0.314748038
Q88BX5,ATPE_PSEPK,Atpc,ATP synthase epsilon chain,PP_0368,R1,2840000,0.073153554,-1.135764571
Q88BX5,ATPE_PSEPK,Atpc,ATP synthase epsilon chain,PP_0368,R2,2441640.867,0.063280256,-1.198731771
Q88BX5,ATPE_PSEPK,Atpc,ATP synthase epsilon chain,PP_0368,R3,2566569.947,0.067880888,-1.168252487
Q88BX6,GLMU_PSEPK,Glmu,Bifunctional protein GlmU,PP_0368,R1,1566881,0.040360181,-1.394046897
Q88BX6,GLMU_PSEPK,Glmu,Bifunctional protein GlmU,PP_0368,R2,1482945.333,0.038433646,-1.415288415
Q88BX6,GLMU_PSEPK,Glmu,Bifunctional protein GlmU,PP_0368,R3,1579651.333,0.04177877,-1.379044354
Q88BX8,GLMS_PSEPK,Glms,Glutamine--fructose-6-phosphate aminotransferase [isomerizing],PP_0368,R1,992962.3333,0.025577015,-1.592150137
Q88BX8,GLMS_PSEPK,Glms,Glutamine--fructose-6-phosphate aminotransferase [isomerizing],PP_0368,R2,1047399.333,0.027145556,-1.566301263
Q88BX8,GLMS_PSEPK,Glms,Glutamine--fructose-6-phosphate aminotransferase [isomerizing],PP_0368,R3,840808.9467,0.022237796,-1.652908268
Q88BY7,Q88BY7_PSEPK,Pp_5400,Uncharacterized protein,PP_0368,R1,10785.8,0.000277824,-3.556230549
Q88BY7,Q88BY7_PSEPK,Pp_5400,Uncharacterized protein,PP_0368,R2,38201.66667,0.000990077,-3.004331245
Q88BY7,Q88BY7_PSEPK,Pp_5400,Uncharacterized protein,PP_0368,R3,69588.22667,0.001840476,-2.735069822
Q88BY9,Q88BY9_PSEPK,Pp_5395,Uncharacterized protein,PP_0368,R1,1110909.267,0.028615127,-1.543404322
Q88BY9,Q88BY9_PSEPK,Pp_5395,Uncharacterized protein,PP_0368,R2,1645796.7,0.042654282,-1.370037369
Q88BY9,Q88BY9_PSEPK,Pp_5395,Uncharacterized protein,PP_0368,R3,1129806.56,0.029881232,-1.5246015
Q88BZ1,Q88BZ1_PSEPK,Pp_5392,Uncharacterized protein,PP_0368,R1,893432,0.023013284,-1.638021408
Q88BZ1,Q88BZ1_PSEPK,Pp_5392,Uncharacterized protein,PP_0368,R2,1021486,0.026473957,-1.577181137
Q88BZ1,Q88BZ1_PSEPK,Pp_5392,Uncharacterized protein,PP_0368,R3,558419.28,0.014769127,-1.830645188
Q88BZ2,Q88BZ2_PSEPK,Pp_5391,Uncharacterized protein,PP_0368,R1,169402.2,0.004363512,-2.360163865
Q88BZ2,Q88BZ2_PSEPK,Pp_5391,Uncharacterized protein,PP_0368,R2,235871.3667,0.006113102,-2.213738333
Q88BZ2,Q88BZ2_PSEPK,Pp_5391,Uncharacterized protein,PP_0368,R3,71585.50667,0.0018933,-2.722780489
Q88C03,Q88C03_PSEPK,Copa,Copper resistance protein A,PP_0368,R1,49723.2,0.001280785,-2.892523841
Q88C03,Q88C03_PSEPK,Copa,Copper resistance protein A,PP_0368,R2,46102.06667,0.001194832,-2.922693162
Q88C03,Q88C03_PSEPK,Copa,Copper resistance protein A,PP_0368,R3,212414.56,0.005617961,-2.25042131
Q88C04,Q88C04_PSEPK,Copb,Copper resistance protein B,PP_0368,R1,10785.8,0.000277824,-3.556230549
Q88C04,Q88C04_PSEPK,Copb,Copper resistance protein B,PP_0368,R2,102751.7333,0.002663027,-2.574624399
Q88C04,Q88C04_PSEPK,Copb,Copper resistance protein B,PP_0368,R3,288581.6133,0.007632434,-2.117336935
Q88C17,Q88C17_PSEPK,Lpd3,Dihydrolipoyl dehydrogenase,PP_0368,R1,345491.9333,0.008899283,-2.050645
Q88C17,Q88C17_PSEPK,Lpd3,Dihydrolipoyl dehydrogenase,PP_0368,R2,364903.2,0.009457234,-2.024235884
Q88C17,Q88C17_PSEPK,Lpd3,Dihydrolipoyl dehydrogenase,PP_0368,R3,346504.28,0.009164378,-2.037896989
Q88C18,Q88C18_PSEPK,Pp_5365,"Cyclopropane-fatty-acyl-phospholipid synthase, putative",PP_0368,R1,1068322.333,0.02751816,-1.560380604
Q88C18,Q88C18_PSEPK,Pp_5365,"Cyclopropane-fatty-acyl-phospholipid synthase, putative",PP_0368,R2,699645.5333,0.018132785,-1.74153549
Q88C18,Q88C18_PSEPK,Pp_5365,"Cyclopropane-fatty-acyl-phospholipid synthase, putative",PP_0368,R3,1035499,0.027386977,-1.562455908
Q88C30,Q88C30_PSEPK,Pp_5353,Uncharacterized protein,PP_0368,R1,671021.6667,0.017284373,-1.762346368
Q88C30,Q88C30_PSEPK,Pp_5353,Uncharacterized protein,PP_0368,R2,708275,0.018356436,-1.736211643
Q88C30,Q88C30_PSEPK,Pp_5353,Uncharacterized protein,PP_0368,R3,605884.6667,0.016024496,-1.79521563
Q88C31,Q88C31_PSEPK,Uvrd,DNA helicase,PP_0368,R1,1019413.5,0.026258352,-1.580732531
Q88C31,Q88C31_PSEPK,Uvrd,DNA helicase,PP_0368,R2,1089556.767,0.028238154,-1.549163694
Q88C31,Q88C31_PSEPK,Uvrd,DNA helicase,PP_0368,R3,849946,0.022479453,-1.648214258
Q88C32,Q88C32_PSEPK,Zwf-3,Glucose-6-phosphate 1-dehydrogenase,PP_0368,R1,10785.8,0.000277824,-3.556230549
Q88C32,Q88C32_PSEPK,Zwf-3,Glucose-6-phosphate 1-dehydrogenase,PP_0368,R2,29577.9,0.000766573,-3.11544622
Q88C32,Q88C32_PSEPK,Zwf-3,Glucose-6-phosphate 1-dehydrogenase,PP_0368,R3,154944.8933,0.004097997,-2.387428325
Q88C33,Q88C33_PSEPK,Pp_5350,"Transcriptional regulator, RpiR family",PP_0368,R1,268435.6,0.006914443,-2.1602428
Q88C33,Q88C33_PSEPK,Pp_5350,"Transcriptional regulator, RpiR family",PP_0368,R2,272120.3333,0.007052571,-2.151652562
Q88C33,Q88C33_PSEPK,Pp_5350,"Transcriptional regulator, RpiR family",PP_0368,R3,144294.56,0.003816316,-2.418355634
Q88C36,Q88C36_PSEPK,Accc-2,"Acetyl-CoA carboxylase, biotin carboxylase",PP_0368,R1,5110000,0.13162488,-0.880662011
Q88C36,Q88C36_PSEPK,Accc-2,"Acetyl-CoA carboxylase, biotin carboxylase",PP_0368,R2,3862716.333,0.100110415,-0.99952074
Q88C36,Q88C36_PSEPK,Accc-2,"Acetyl-CoA carboxylase, biotin carboxylase",PP_0368,R3,5497308,0.145393328,-0.837455522
Q88C37,Q88C37_PSEPK,Oada,"Oxaloacetate decarboxylase, alpha subunit",PP_0368,R1,4830000,0.124412558,-0.905135781
Q88C37,Q88C37_PSEPK,Oada,"Oxaloacetate decarboxylase, alpha subunit",PP_0368,R2,3943333.333,0.102199774,-0.990550066
Q88C37,Q88C37_PSEPK,Oada,"Oxaloacetate decarboxylase, alpha subunit",PP_0368,R3,5273333.333,0.139469625,-0.855520367
Q88C38,Q88C38_PSEPK,Pp_5345,"Acetyltransferase, GNAT family",PP_0368,R1,173818.8667,0.004477277,-2.348985998
Q88C38,Q88C38_PSEPK,Pp_5345,"Acetyltransferase, GNAT family",PP_0368,R2,232025.7333,0.006013435,-2.220877402
Q88C38,Q88C38_PSEPK,Pp_5345,"Acetyltransferase, GNAT family",PP_0368,R3,111268.56,0.002942842,-2.531233124
Q88C42,Q88C42_PSEPK,Pp_5341,"ABC transporter, periplasmic polyamine-binding protein, putative",PP_0368,R1,110378.5333,0.002843163,-2.546198292
Q88C42,Q88C42_PSEPK,Pp_5341,"ABC transporter, periplasmic polyamine-binding protein, putative",PP_0368,R2,14922.6,0.000386751,-3.412569058
Q88C42,Q88C42_PSEPK,Pp_5341,"ABC transporter, periplasmic polyamine-binding protein, putative",PP_0368,R3,58543.89333,0.001548374,-2.810123991
Q88C43,Q88C43_PSEPK,Pp_5340,Acetylpolyamine aminohydrolase,PP_0368,R1,10785.8,0.000277824,-3.556230549
Q88C43,Q88C43_PSEPK,Pp_5340,Acetylpolyamine aminohydrolase,PP_0368,R2,14922.6,0.000386751,-3.412569058
Q88C43,Q88C43_PSEPK,Pp_5340,Acetylpolyamine aminohydrolase,PP_0368,R3,9709.84,0.000256807,-3.590393518
Q88C45,Q88C45_PSEPK,Aspa,Aspartate ammonia-lyase,PP_0368,R1,192344.9333,0.004954477,-2.305002161
Q88C45,Q88C45_PSEPK,Aspa,Aspartate ammonia-lyase,PP_0368,R2,202006.8667,0.005235433,-2.281047424
Q88C45,Q88C45_PSEPK,Aspa,Aspartate ammonia-lyase,PP_0368,R3,194842.6133,0.005153216,-2.287921646
Q88C47,Q88C47_PSEPK,Pure,N5-carboxyaminoimidazole ribonucleotide mutase,PP_0368,R1,2171743.667,0.055940411,-1.252274348
Q88C47,Q88C47_PSEPK,Pure,N5-carboxyaminoimidazole ribonucleotide mutase,PP_0368,R2,2073989.667,0.053751802,-1.269606968
Q88C47,Q88C47_PSEPK,Pure,N5-carboxyaminoimidazole ribonucleotide mutase,PP_0368,R3,1959442.333,0.051823518,-1.285473105
Q88C48,Q88C48_PSEPK,Purk,N5-carboxyaminoimidazole ribonucleotide synthase,PP_0368,R1,1622495,0.041792703,-1.378899544
Q88C48,Q88C48_PSEPK,Purk,N5-carboxyaminoimidazole ribonucleotide synthase,PP_0368,R2,1462821.667,0.037912099,-1.421222172
