Protein.Group,Protein.Names,Protein,Protein.Description,Sample,Replicate,Top_3pep_counts_mean,%_of protein_abundance_Top3-method,log10_%_abundance
P0A130,CPOB_PSEPK,Cpob,Cell division coordinator CpoB,PP_0813,R1,409640.5667,0.038856087,-1.410540938
P0A130,CPOB_PSEPK,Cpob,Cell division coordinator CpoB,PP_0813,R2,310019.04,0.032036189,-1.494359156
P0A130,CPOB_PSEPK,Cpob,Cell division coordinator CpoB,PP_0813,R3,612926.72,0.056899241,-1.244893527
P0A136,KAD_PSEPK,Adk,Adenylate kinase,PP_0813,R1,2270000,0.215318805,-0.666918039
P0A136,KAD_PSEPK,Adk,Adenylate kinase,PP_0813,R2,2233333.333,0.230784175,-0.636793975
P0A136,KAD_PSEPK,Adk,Adenylate kinase,PP_0813,R3,2486666.667,0.230842353,-0.636684508
P0A138,PAL_PSEPK,Pal,Peptidoglycan-associated lipoprotein,PP_0813,R1,5020000,0.476167578,-0.322240179
P0A138,PAL_PSEPK,Pal,Peptidoglycan-associated lipoprotein,PP_0813,R2,4540000,0.469146337,-0.32869167
P0A138,PAL_PSEPK,Pal,Peptidoglycan-associated lipoprotein,PP_0813,R3,5056666.667,0.469420709,-0.328437755
P0A140,YIDC_PSEPK,Yidc,Membrane protein insertase YidC,PP_0813,R1,398099.7,0.037761388,-1.422952045
P0A140,YIDC_PSEPK,Yidc,Membrane protein insertase YidC,PP_0813,R2,367772.5667,0.038004219,-1.420168192
P0A140,YIDC_PSEPK,Yidc,Membrane protein insertase YidC,PP_0813,R3,372691,0.034597668,-1.460953176
P0A147,HPF_PSEPK,Hpf,Ribosome hibernation promoting factor,PP_0813,R1,920314.6667,0.087295619,-1.059007553
P0A147,HPF_PSEPK,Hpf,Ribosome hibernation promoting factor,PP_0813,R2,1134501.333,0.117235054,-0.930942512
P0A147,HPF_PSEPK,Hpf,Ribosome hibernation promoting factor,PP_0813,R3,743575,0.069027588,-1.160977301
P0A149,Y002_PSEPK,Pp_0002,Uncharacterized protein PP_0002,PP_0813,R1,158672.7667,0.015050762,-1.822441501
P0A149,Y002_PSEPK,Pp_0002,Uncharacterized protein PP_0002,PP_0813,R2,173452.4867,0.01792392,-1.746566992
P0A149,Y002_PSEPK,Pp_0002,Uncharacterized protein PP_0002,PP_0813,R3,179359.8533,0.016650342,-1.778576841
P0A151,PARB_PSEPK,Parb,Probable chromosome-partitioning protein ParB,PP_0813,R1,134586.9,0.012766119,-1.893941106
P0A151,PARB_PSEPK,Parb,Probable chromosome-partitioning protein ParB,PP_0813,R2,302742.2,0.031284228,-1.50467456
P0A151,PARB_PSEPK,Parb,Probable chromosome-partitioning protein ParB,PP_0813,R3,338639,0.031436551,-1.502565108
P0A157,RL7_PSEPK,Rpll,Large ribosomal subunit protein bL12,PP_0813,R1,10003333.33,0.948857173,-0.022799155
P0A157,RL7_PSEPK,Rpll,Large ribosomal subunit protein bL12,PP_0813,R2,8803333.333,0.909702993,-0.041100376
P0A157,RL7_PSEPK,Rpll,Large ribosomal subunit protein bL12,PP_0813,R3,12710000,1.179895295,0.071843469
P0A165,RS21_PSEPK,Rpsu,Small ribosomal subunit protein bS21,PP_0813,R1,1769206.667,0.167816505,-0.775165329
P0A165,RS21_PSEPK,Rpsu,Small ribosomal subunit protein bS21,PP_0813,R2,1832825.667,0.189397235,-0.722626365
P0A165,RS21_PSEPK,Rpsu,Small ribosomal subunit protein bS21,PP_0813,R3,1928113.333,0.178990704,-0.747169523
P0A171,RP54_PSEPK,Rpon,RNA polymerase sigma-54 factor,PP_0813,R1,293196.9,0.027810928,-1.555784522
P0A171,RP54_PSEPK,Rpon,RNA polymerase sigma-54 factor,PP_0813,R2,164725.52,0.017022109,-1.768986636
P0A171,RP54_PSEPK,Rpon,RNA polymerase sigma-54 factor,PP_0813,R3,272406.3867,0.025288042,-1.597084796
P0A173,TOLB_PSEPK,Tolb,Tol-Pal system protein TolB,PP_0813,R1,483121,0.045826007,-1.33888798
P0A173,TOLB_PSEPK,Tolb,Tol-Pal system protein TolB,PP_0813,R2,487297.6667,0.050355488,-1.297953191
P0A173,TOLB_PSEPK,Tolb,Tol-Pal system protein TolB,PP_0813,R3,538680.6667,0.050006828,-1.300970692
P0A175,MNME_PSEPK,Mnme,tRNA modification GTPase MnmE,PP_0813,R1,314493.6667,0.029831013,-1.525331992
P0A175,MNME_PSEPK,Mnme,tRNA modification GTPase MnmE,PP_0813,R2,281505.8533,0.029089744,-1.536260093
P0A175,MNME_PSEPK,Mnme,tRNA modification GTPase MnmE,PP_0813,R3,268120.3867,0.024890164,-1.603972244
P0AE22,APHA_ECOLI,Apha,Class B acid phosphatase,PP_0813,R1,15536632,1.473713234,0.168412983
P0AE22,APHA_ECOLI,Apha,Class B acid phosphatase,PP_0813,R2,13585918,1.403917107,0.147341466
P0AE22,APHA_ECOLI,Apha,Class B acid phosphatase,PP_0813,R3,18298016.33,1.69864228,0.23010193
P13645,K1C10_HUMAN,Krt10,"Keratin, type I cytoskeletal 10",PP_0813,R1,319676.6,0.030322636,-1.518233048
P13645,K1C10_HUMAN,Krt10,"Keratin, type I cytoskeletal 10",PP_0813,R2,290920.4133,0.030062609,-1.521973327
P13645,K1C10_HUMAN,Krt10,"Keratin, type I cytoskeletal 10",PP_0813,R3,299434.88,0.027797152,-1.555999693
P32377,MVD1_YEAST,Mvd1,Diphosphomevalonate decarboxylase,PP_0813,R1,42023812,3.986130834,0.600551549
P32377,MVD1_YEAST,Mvd1,Diphosphomevalonate decarboxylase,PP_0813,R2,39435964.33,4.075162604,0.610144942
P32377,MVD1_YEAST,Mvd1,Diphosphomevalonate decarboxylase,PP_0813,R3,44038038,4.088141136,0.611525881
P35527,K1C9_HUMAN,Krt9,"Keratin, type I cytoskeletal 9",PP_0813,R1,4403.7,0.000417709,-3.379126171
P35527,K1C9_HUMAN,Krt9,"Keratin, type I cytoskeletal 9",PP_0813,R2,4420.56,0.000456804,-3.340270233
P35527,K1C9_HUMAN,Krt9,"Keratin, type I cytoskeletal 9",PP_0813,R3,5999.16,0.000556914,-3.254211636
P35908,K22E_HUMAN,Krt2,"Keratin, type II cytoskeletal 2 epidermal",PP_0813,R1,229611.9333,0.021779633,-1.66194944
P35908,K22E_HUMAN,Krt2,"Keratin, type II cytoskeletal 2 epidermal",PP_0813,R2,79578.08,0.008223296,-2.084954066
P35908,K22E_HUMAN,Krt2,"Keratin, type II cytoskeletal 2 epidermal",PP_0813,R3,9998.6,0.00092819,-3.032362887
P59285,ALLA_PSEPK,Alla,Ureidoglycolate lyase,PP_0813,R1,84764.2,0.008040232,-2.094731428
P59285,ALLA_PSEPK,Alla,Ureidoglycolate lyase,PP_0813,R2,56822.32,0.005871802,-2.231228561
P59285,ALLA_PSEPK,Alla,Ureidoglycolate lyase,PP_0813,R3,130579.4,0.012121953,-1.916427412
P59300,ARGB_PSEPK,Argb,Acetylglutamate kinase,PP_0813,R1,389519.9,0.036947559,-1.432414246
P59300,ARGB_PSEPK,Argb,Acetylglutamate kinase,PP_0813,R2,384518.1867,0.039734647,-1.400830637
P59300,ARGB_PSEPK,Argb,Acetylglutamate kinase,PP_0813,R3,578878.3333,0.05373846,-1.269714786
P59308,ARGC2_PSEPK,Argc2,N-acetyl-gamma-glutamyl-phosphate reductase 2,PP_0813,R1,4403.7,0.000417709,-3.379126171
P59308,ARGC2_PSEPK,Argc2,N-acetyl-gamma-glutamyl-phosphate reductase 2,PP_0813,R2,4420.56,0.000456804,-3.340270233
P59308,ARGC2_PSEPK,Argc2,N-acetyl-gamma-glutamyl-phosphate reductase 2,PP_0813,R3,5999.16,0.000556914,-3.254211636
P59319,ARGD_PSEPK,Argd,Acetylornithine aminotransferase,PP_0813,R1,624623,0.059248052,-1.227325924
P59319,ARGD_PSEPK,Argd,Acetylornithine aminotransferase,PP_0813,R2,467023.8533,0.048260469,-1.31640846
P59319,ARGD_PSEPK,Argd,Acetylornithine aminotransferase,PP_0813,R3,663113.3333,0.061558167,-1.210714321
P59351,Y396_PSEPK,Pp_0396,UPF0229 protein PP_0396,PP_0813,R1,252304.3333,0.0239321,-1.621019186
P59351,Y396_PSEPK,Pp_0396,UPF0229 protein PP_0396,PP_0813,R2,295604,0.030546593,-1.515037216
P59351,Y396_PSEPK,Pp_0396,UPF0229 protein PP_0396,PP_0813,R3,141744.72,0.013158452,-1.880795191
P59374,RS11_PSEPK,Rpsk,Small ribosomal subunit protein uS11,PP_0813,R1,2759794.6,0.261777831,-0.582067135
P59374,RS11_PSEPK,Rpsk,Small ribosomal subunit protein uS11,PP_0813,R2,2903047.7,0.299989911,-0.522893351
P59374,RS11_PSEPK,Rpsk,Small ribosomal subunit protein uS11,PP_0813,R3,2757109.053,0.255948072,-0.591848137
P59392,SELD_PSEPK,Seld,"Selenide, water dikinase",PP_0813,R1,70630.96667,0.006699637,-2.173948746
P59392,SELD_PSEPK,Seld,"Selenide, water dikinase",PP_0813,R2,26987.00667,0.002788735,-2.554592807
P59392,SELD_PSEPK,Seld,"Selenide, water dikinase",PP_0813,R3,76468.28667,0.007098707,-2.148820722
P59400,HISX_PSEPK,Hisd,Histidinol dehydrogenase,PP_0813,R1,497890.3333,0.047226939,-1.325810201
P59400,HISX_PSEPK,Hisd,Histidinol dehydrogenase,PP_0813,R2,448460.3333,0.046342186,-1.334023487
P59400,HISX_PSEPK,Hisd,Histidinol dehydrogenase,PP_0813,R3,506425.6667,0.04701253,-1.327786373
P59560,Y1352_PSEPK,Pp_1352,UPF0234 protein PP_1352,PP_0813,R1,465772.6667,0.044180447,-1.354769897
P59560,Y1352_PSEPK,Pp_1352,UPF0234 protein PP_1352,PP_0813,R2,470161.6667,0.048584719,-1.313500306
P59560,Y1352_PSEPK,Pp_1352,UPF0234 protein PP_1352,PP_0813,R3,453470,0.042096548,-1.37575352
P59604,ASSY_PSEPK,Argg,Argininosuccinate synthase,PP_0813,R1,2208134.567,0.209450615,-0.678918359
P59604,ASSY_PSEPK,Argg,Argininosuccinate synthase,PP_0813,R2,2084726.767,0.215427737,-0.66669838
P59604,ASSY_PSEPK,Argg,Argininosuccinate synthase,PP_0813,R3,2298666.387,0.213389902,-0.670826136
P59612,ARGJ_PSEPK,Argj,Arginine biosynthesis bifunctional protein ArgJ,PP_0813,R1,428469.4333,0.040642082,-1.391024051
