Protein.Group,Protein.Names,Protein,Protein.Description,Sample,Replicate,Top_3pep_counts_mean,%_of protein_abundance_Top3-method,log10_%_abundance
A0A140FVZ0,A0A140FVZ0_PSEPK,Lptd,LPS-assembly protein LptD,PP_0368_PP_0751_PP_0813_PP_0815,R3,2750000,0.050456987,-1.297078685
A0A140FVZ0,A0A140FVZ0_PSEPK,Lptd,LPS-assembly protein LptD,PP_0528_PP_0751_PP_0812_PP_0815,R1,2700000,0.056840966,-1.245338546
A0A140FVZ0,A0A140FVZ0_PSEPK,Lptd,LPS-assembly protein LptD,PP_0528_PP_0751_PP_0812_PP_0815,R2,1953333.333,0.040804012,-1.389297128
A0A140FVZ0,A0A140FVZ0_PSEPK,Lptd,LPS-assembly protein LptD,PP_0528_PP_0751_PP_0812_PP_0815,R3,1069235.367,0.024753859,-1.606357089
A0A140FVZ0,A0A140FVZ0_PSEPK,Lptd,LPS-assembly protein LptD,PP_0528_PP_0751_PP_0813_PP_0815,R1,2776666.667,0.053580348,-1.270994467
A0A140FVZ0,A0A140FVZ0_PSEPK,Lptd,LPS-assembly protein LptD,PP_0528_PP_0751_PP_0813_PP_0815,R2,1883333.333,0.03634035,-1.439610889
A0A140FVZ0,A0A140FVZ0_PSEPK,Lptd,LPS-assembly protein LptD,PP_0528_PP_0751_PP_0813_PP_0815,R3,2236666.667,0.046618077,-1.331445649
A0A140FVZ0,A0A140FVZ0_PSEPK,Lptd,LPS-assembly protein LptD,PP_0528_PP_0751_PP_0815,R1,2500000,0.051425929,-1.288817851
A0A140FVZ0,A0A140FVZ0_PSEPK,Lptd,LPS-assembly protein LptD,PP_0528_PP_0751_PP_0815,R2,2513333.333,0.051607092,-1.287290614
A0A140FVZ0,A0A140FVZ0_PSEPK,Lptd,LPS-assembly protein LptD,PP_0528_PP_0751_PP_0815,R3,2460000,0.049999197,-1.301036974
A0A140FVZ0,A0A140FVZ0_PSEPK,Lptd,LPS-assembly protein LptD,PP_0751_PP_0813_PP_0815,R1,2063333.333,0.044952166,-1.347249375
A0A140FVZ0,A0A140FVZ0_PSEPK,Lptd,LPS-assembly protein LptD,PP_0751_PP_0813_PP_0815,R2,1796829.333,0.039750918,-1.400652832
A0A140FVZ0,A0A140FVZ0_PSEPK,Lptd,LPS-assembly protein LptD,PP_0751_PP_0813_PP_0815,R3,2353333.333,0.048773162,-1.311819089
A0A140FVZ1,A0A140FVZ1_PSEPK,Fdog,Formate dehydrogenase-O major subunit,PP_0368_PP_0751_PP_0813_PP_0815,R1,2196666.667,0.041116582,-1.385982997
A0A140FVZ1,A0A140FVZ1_PSEPK,Fdog,Formate dehydrogenase-O major subunit,PP_0368_PP_0751_PP_0813_PP_0815,R2,2293333.333,0.042634978,-1.370233959
A0A140FVZ1,A0A140FVZ1_PSEPK,Fdog,Formate dehydrogenase-O major subunit,PP_0368_PP_0751_PP_0813_PP_0815,R3,2310000,0.042383869,-1.372799399
A0A140FVZ1,A0A140FVZ1_PSEPK,Fdog,Formate dehydrogenase-O major subunit,PP_0528_PP_0751_PP_0812_PP_0815,R1,2130000,0.044841207,-1.348322707
A0A140FVZ1,A0A140FVZ1_PSEPK,Fdog,Formate dehydrogenase-O major subunit,PP_0528_PP_0751_PP_0812_PP_0815,R2,2483333.333,0.051875408,-1.285038472
A0A140FVZ1,A0A140FVZ1_PSEPK,Fdog,Formate dehydrogenase-O major subunit,PP_0528_PP_0751_PP_0812_PP_0815,R3,2366666.667,0.05479068,-1.26129331
A0A140FVZ1,A0A140FVZ1_PSEPK,Fdog,Formate dehydrogenase-O major subunit,PP_0528_PP_0751_PP_0813_PP_0815,R1,2810000,0.05422357,-1.265811894
A0A140FVZ1,A0A140FVZ1_PSEPK,Fdog,Formate dehydrogenase-O major subunit,PP_0528_PP_0751_PP_0813_PP_0815,R2,2343333.333,0.045216401,-1.344704011
A0A140FVZ1,A0A140FVZ1_PSEPK,Fdog,Formate dehydrogenase-O major subunit,PP_0528_PP_0751_PP_0813_PP_0815,R3,2206666.667,0.045992797,-1.33731018
A0A140FVZ1,A0A140FVZ1_PSEPK,Fdog,Formate dehydrogenase-O major subunit,PP_0528_PP_0751_PP_0815,R1,3170000,0.065208078,-1.185698598
A0A140FVZ1,A0A140FVZ1_PSEPK,Fdog,Formate dehydrogenase-O major subunit,PP_0528_PP_0751_PP_0815,R2,3223333.333,0.066185753,-1.179235486
A0A140FVZ1,A0A140FVZ1_PSEPK,Fdog,Formate dehydrogenase-O major subunit,PP_0528_PP_0751_PP_0815,R3,3246666.667,0.0659881,-1.180534379
A0A140FVZ1,A0A140FVZ1_PSEPK,Fdog,Formate dehydrogenase-O major subunit,PP_0751_PP_0813_PP_0815,R1,2833333.333,0.06172753,-1.209521099
A0A140FVZ1,A0A140FVZ1_PSEPK,Fdog,Formate dehydrogenase-O major subunit,PP_0751_PP_0813_PP_0815,R2,2740000,0.060616506,-1.217409098
A0A140FVZ1,A0A140FVZ1_PSEPK,Fdog,Formate dehydrogenase-O major subunit,PP_0751_PP_0813_PP_0815,R3,3066666.667,0.063557095,-1.196835962
A0A140FVZ6,A0A140FVZ6_PSEPK,Rlud,Pseudouridine synthase,PP_0368_PP_0751_PP_0813_PP_0815,R1,962100.7333,0.018008328,-1.744526611
A0A140FVZ6,A0A140FVZ6_PSEPK,Rlud,Pseudouridine synthase,PP_0368_PP_0751_PP_0813_PP_0815,R2,1651577.667,0.030704205,-1.512802141
A0A140FVZ6,A0A140FVZ6_PSEPK,Rlud,Pseudouridine synthase,PP_0368_PP_0751_PP_0813_PP_0815,R3,1015454.967,0.018631563,-1.72975071
A0A140FVZ6,A0A140FVZ6_PSEPK,Rlud,Pseudouridine synthase,PP_0528_PP_0751_PP_0812_PP_0815,R1,2223333.333,0.04680608,-1.329697731
A0A140FVZ6,A0A140FVZ6_PSEPK,Rlud,Pseudouridine synthase,PP_0528_PP_0751_PP_0812_PP_0815,R2,1459607.033,0.030490353,-1.515837542
A0A140FVZ6,A0A140FVZ6_PSEPK,Rlud,Pseudouridine synthase,PP_0528_PP_0751_PP_0812_PP_0815,R3,686152.3667,0.015885108,-1.799009838
A0A140FVZ6,A0A140FVZ6_PSEPK,Rlud,Pseudouridine synthase,PP_0528_PP_0751_PP_0813_PP_0815,R1,1232627.2,0.023785568,-1.623686467
A0A140FVZ6,A0A140FVZ6_PSEPK,Rlud,Pseudouridine synthase,PP_0528_PP_0751_PP_0813_PP_0815,R2,789021.0333,0.015224762,-1.817449501
A0A140FVZ6,A0A140FVZ6_PSEPK,Rlud,Pseudouridine synthase,PP_0528_PP_0751_PP_0813_PP_0815,R3,1077700.667,0.022462146,-1.648548763
A0A140FVZ6,A0A140FVZ6_PSEPK,Rlud,Pseudouridine synthase,PP_0528_PP_0751_PP_0815,R1,2420000,0.0497803,-1.302942494
A0A140FVZ6,A0A140FVZ6_PSEPK,Rlud,Pseudouridine synthase,PP_0528_PP_0751_PP_0815,R2,2090000,0.042914651,-1.367394419
A0A140FVZ6,A0A140FVZ6_PSEPK,Rlud,Pseudouridine synthase,PP_0528_PP_0751_PP_0815,R3,1985957.667,0.040364345,-1.394002094
A0A140FVZ6,A0A140FVZ6_PSEPK,Rlud,Pseudouridine synthase,PP_0751_PP_0813_PP_0815,R1,804892.4667,0.017535538,-1.756080907
A0A140FVZ6,A0A140FVZ6_PSEPK,Rlud,Pseudouridine synthase,PP_0751_PP_0813_PP_0815,R2,541687.7333,0.011983656,-1.92141066
A0A140FVZ6,A0A140FVZ6_PSEPK,Rlud,Pseudouridine synthase,PP_0751_PP_0813_PP_0815,R3,584579.8667,0.012115499,-1.916658681
A0A140FW22,A0A140FW22_PSEPK,Prfb,Peptide chain release factor 2,PP_0368_PP_0751_PP_0813_PP_0815,R1,1133333.333,0.021213411,-1.673389494
A0A140FW22,A0A140FW22_PSEPK,Prfb,Peptide chain release factor 2,PP_0368_PP_0751_PP_0813_PP_0815,R2,935489,0.01739152,-1.759662457
A0A140FW22,A0A140FW22_PSEPK,Prfb,Peptide chain release factor 2,PP_0368_PP_0751_PP_0813_PP_0815,R3,1285211.333,0.023581052,-1.627436832
A0A140FW22,A0A140FW22_PSEPK,Prfb,Peptide chain release factor 2,PP_0528_PP_0751_PP_0812_PP_0815,R1,746898.6667,0.015723867,-1.803440626
A0A140FW22,A0A140FW22_PSEPK,Prfb,Peptide chain release factor 2,PP_0528_PP_0751_PP_0812_PP_0815,R2,523745.7,0.010940747,-1.960953019
A0A140FW22,A0A140FW22_PSEPK,Prfb,Peptide chain release factor 2,PP_0528_PP_0751_PP_0812_PP_0815,R3,756141,0.017505414,-1.756827617
A0A140FW22,A0A140FW22_PSEPK,Prfb,Peptide chain release factor 2,PP_0528_PP_0751_PP_0813_PP_0815,R1,646915.2,0.012483292,-1.903670858
A0A140FW22,A0A140FW22_PSEPK,Prfb,Peptide chain release factor 2,PP_0528_PP_0751_PP_0813_PP_0815,R2,622867.3667,0.0120187,-1.920142504
A0A140FW22,A0A140FW22_PSEPK,Prfb,Peptide chain release factor 2,PP_0528_PP_0751_PP_0813_PP_0815,R3,882459.6667,0.018392804,-1.73535205
A0A140FW22,A0A140FW22_PSEPK,Prfb,Peptide chain release factor 2,PP_0528_PP_0751_PP_0815,R1,848926.1,0.017462725,-1.757887974
A0A140FW22,A0A140FW22_PSEPK,Prfb,Peptide chain release factor 2,PP_0528_PP_0751_PP_0815,R2,911035.2667,0.018706584,-1.728005516
A0A140FW22,A0A140FW22_PSEPK,Prfb,Peptide chain release factor 2,PP_0528_PP_0751_PP_0815,R3,859456.5333,0.017468348,-1.757748163
A0A140FW22,A0A140FW22_PSEPK,Prfb,Peptide chain release factor 2,PP_0751_PP_0813_PP_0815,R1,722494.8,0.015740407,-1.802984044
A0A140FW35,A0A140FW35_PSEPK,Rluc,Pseudouridine synthase,PP_0368_PP_0751_PP_0813_PP_0815,R1,1726666.667,0.032319256,-1.490538651
A0A140FW35,A0A140FW35_PSEPK,Rluc,Pseudouridine synthase,PP_0368_PP_0751_PP_0813_PP_0815,R2,1813333.333,0.033711378,-1.472223498
A0A140FW35,A0A140FW35_PSEPK,Rluc,Pseudouridine synthase,PP_0368_PP_0751_PP_0813_PP_0815,R3,1726666.667,0.031680872,-1.499202873
A0A140FW35,A0A140FW35_PSEPK,Rluc,Pseudouridine synthase,PP_0528_PP_0751_PP_0812_PP_0815,R1,487324.4,0.010259256,-1.988884154
A0A140FW35,A0A140FW35_PSEPK,Rluc,Pseudouridine synthase,PP_0528_PP_0751_PP_0812_PP_0815,R2,1229607.033,0.025685785,-1.590307151
A0A140FW35,A0A140FW35_PSEPK,Rluc,Pseudouridine synthase,PP_0528_PP_0751_PP_0812_PP_0815,R3,862014.0333,0.01995648,-1.699916068
A0A140FW35,A0A140FW35_PSEPK,Rluc,Pseudouridine synthase,PP_0528_PP_0751_PP_0813_PP_0815,R1,1116115.533,0.021537284,-1.666809061
A0A140FW35,A0A140FW35_PSEPK,Rluc,Pseudouridine synthase,PP_0528_PP_0751_PP_0813_PP_0815,R2,1663333.333,0.032095283,-1.493558791
A0A140FW35,A0A140FW35_PSEPK,Rluc,Pseudouridine synthase,PP_0528_PP_0751_PP_0813_PP_0815,R3,1583333.333,0.033000874,-1.48147456
A0A140FW35,A0A140FW35_PSEPK,Rluc,Pseudouridine synthase,PP_0528_PP_0751_PP_0815,R1,710755.4333,0.014620503,-1.835037672
A0A140FW35,A0A140FW35_PSEPK,Rluc,Pseudouridine synthase,PP_0528_PP_0751_PP_0815,R2,1100814.267,0.022603378,-1.645826656
A0A140FW35,A0A140FW35_PSEPK,Rluc,Pseudouridine synthase,PP_0528_PP_0751_PP_0815,R3,1327149.2,0.026974144,-1.569052331
A0A140FW35,A0A140FW35_PSEPK,Rluc,Pseudouridine synthase,PP_0751_PP_0813_PP_0815,R1,1906666.667,0.041538997,-1.381543996
A0A140FW35,A0A140FW35_PSEPK,Rluc,Pseudouridine synthase,PP_0751_PP_0813_PP_0815,R2,731687.7333,0.016186991,-1.790833887
A0A140FW35,A0A140FW35_PSEPK,Rluc,Pseudouridine synthase,PP_0751_PP_0813_PP_0815,R3,1483956.6,0.030755208,-1.512081335
A0A140FW42,A0A140FW42_PSEPK,Pp_5488,Uncharacterized protein,PP_0528_PP_0751_PP_0812_PP_0815,R2,534882.7,0.011173393,-1.951814938
A0A140FW42,A0A140FW42_PSEPK,Pp_5488,Uncharacterized protein,PP_0528_PP_0751_PP_0812_PP_0815,R3,553627.6667,0.012817029,-1.892212619
A0A140FW42,A0A140FW42_PSEPK,Pp_5488,Uncharacterized protein,PP_0528_PP_0751_PP_0813_PP_0815,R3,574610,0.011976399,-1.921673735
A0A140FW42,A0A140FW42_PSEPK,Pp_5488,Uncharacterized protein,PP_0528_PP_0751_PP_0815,R2,522273.9333,0.010724021,-1.969642354
A0A140FW42,A0A140FW42_PSEPK,Pp_5488,Uncharacterized protein,PP_0751_PP_0813_PP_0815,R2,523288.5333,0.011576614,-1.936418443
A0A140FW57,A0A140FW57_PSEPK,Rmf,Ribosome modulation factor,PP_0368_PP_0751_PP_0813_PP_0815,R2,973257.0667,0.01809366,-1.742473577
A0A140FW57,A0A140FW57_PSEPK,Rmf,Ribosome modulation factor,PP_0751_PP_0813_PP_0815,R2,485864.9333,0.010748699,-1.968644106
A0A140FW92,A0A140FW92_PSEPK,Pp_5538,"ABC transporter, substrate-binding protein",PP_0368_PP_0751_PP_0813_PP_0815,R3,839870.9667,0.015409949,-1.81219881
A0A140FW92,A0A140FW92_PSEPK,Pp_5538,"ABC transporter, substrate-binding protein",PP_0528_PP_0751_PP_0812_PP_0815,R1,697653.2667,0.014687143,-1.833062678
A0A140FW92,A0A140FW92_PSEPK,Pp_5538,"ABC transporter, substrate-binding protein",PP_0528_PP_0751_PP_0812_PP_0815,R2,631235.0667,0.013186138,-1.879882373
A0A140FW92,A0A140FW92_PSEPK,Pp_5538,"ABC transporter, substrate-binding protein",PP_0528_PP_0751_PP_0813_PP_0815,R1,2376666.667,0.045861691,-1.338549939
A0A140FW92,A0A140FW92_PSEPK,Pp_5538,"ABC transporter, substrate-binding protein",PP_0528_PP_0751_PP_0813_PP_0815,R2,1764617,0.034049628,-1.467887623
A0A140FW92,A0A140FW92_PSEPK,Pp_5538,"ABC transporter, substrate-binding protein",PP_0528_PP_0751_PP_0813_PP_0815,R3,1084255.733,0.022598771,-1.645915187
A0A140FW92,A0A140FW92_PSEPK,Pp_5538,"ABC transporter, substrate-binding protein",PP_0528_PP_0751_PP_0815,R1,815266.7667,0.01677034,-1.775458121
A0A140FW92,A0A140FW92_PSEPK,Pp_5538,"ABC transporter, substrate-binding protein",PP_0528_PP_0751_PP_0815,R2,1187330.6,0.024379846,-1.612969044
A0A140FW92,A0A140FW92_PSEPK,Pp_5538,"ABC transporter, substrate-binding protein",PP_0528_PP_0751_PP_0815,R3,1853333.333,0.037668771,-1.424018544
A0A140FWA3,A0A140FWA3_PSEPK,Pp_5550,DUF4325 domain-containing protein,PP_0368_PP_0751_PP_0813_PP_0815,R1,755656.7333,0.014144168,-1.8494226
A0A140FWA3,A0A140FWA3_PSEPK,Pp_5550,DUF4325 domain-containing protein,PP_0368_PP_0751_PP_0813_PP_0815,R2,1148863.467,0.021358329,-1.670432723
A0A140FWA3,A0A140FWA3_PSEPK,Pp_5550,DUF4325 domain-containing protein,PP_0368_PP_0751_PP_0813_PP_0815,R3,1258079.667,0.02308324,-1.636703235
A0A140FWA3,A0A140FWA3_PSEPK,Pp_5550,DUF4325 domain-containing protein,PP_0528_PP_0751_PP_0812_PP_0815,R1,1320000,0.027788917,-1.556128379
A0A140FWA3,A0A140FWA3_PSEPK,Pp_5550,DUF4325 domain-containing protein,PP_0528_PP_0751_PP_0812_PP_0815,R2,1283333.333,0.026808097,-1.571734015
A0A140FWA3,A0A140FWA3_PSEPK,Pp_5550,DUF4325 domain-containing protein,PP_0528_PP_0751_PP_0812_PP_0815,R3,1416462,0.0327925,-1.484225476
A0A140FWA3,A0A140FWA3_PSEPK,Pp_5550,DUF4325 domain-containing protein,PP_0528_PP_0751_PP_0813_PP_0815,R1,1303333.333,0.025149959,-1.599462711
A0A140FWA3,A0A140FWA3_PSEPK,Pp_5550,DUF4325 domain-containing protein,PP_0528_PP_0751_PP_0813_PP_0815,R2,1133049.333,0.021863049,-1.660289262
A0A140FWA3,A0A140FWA3_PSEPK,Pp_5550,DUF4325 domain-containing protein,PP_0528_PP_0751_PP_0813_PP_0815,R3,1040791.2,0.021692854,-1.663683303
A0A140FWA3,A0A140FWA3_PSEPK,Pp_5550,DUF4325 domain-containing protein,PP_0528_PP_0751_PP_0815,R1,580039.4333,0.011931627,-1.92330034
A0A140FWA3,A0A140FWA3_PSEPK,Pp_5550,DUF4325 domain-containing protein,PP_0528_PP_0751_PP_0815,R2,986252.6,0.020251046,-1.693552544
A0A140FWA3,A0A140FWA3_PSEPK,Pp_5550,DUF4325 domain-containing protein,PP_0528_PP_0751_PP_0815,R3,762098.2,0.015489552,-1.809961145
A0A140FWA3,A0A140FWA3_PSEPK,Pp_5550,DUF4325 domain-containing protein,PP_0751_PP_0813_PP_0815,R1,1510000,0.032897143,-1.482841822
A0A140FWA3,A0A140FWA3_PSEPK,Pp_5550,DUF4325 domain-containing protein,PP_0751_PP_0813_PP_0815,R2,893229.2,0.019760742,-1.704196749
A0A140FWA3,A0A140FWA3_PSEPK,Pp_5550,DUF4325 domain-containing protein,PP_0751_PP_0813_PP_0815,R3,1463978.667,0.030341162,-1.517967787
A0A140FWA4,A0A140FWA4_PSEPK,Pp_5551,Uncharacterized protein,PP_0368_PP_0751_PP_0813_PP_0815,R1,608530.3333,0.011390298,-1.943464925
A0A140FWA4,A0A140FWA4_PSEPK,Pp_5551,Uncharacterized protein,PP_0368_PP_0751_PP_0813_PP_0815,R2,558013.3333,0.010373933,-1.984056566
A0A140FWA4,A0A140FWA4_PSEPK,Pp_5551,Uncharacterized protein,PP_0368_PP_0751_PP_0813_PP_0815,R3,566473,0.010393644,-1.983232164
A0A140FWA4,A0A140FWA4_PSEPK,Pp_5551,Uncharacterized protein,PP_0528_PP_0751_PP_0812_PP_0815,R1,608878.5333,0.012818239,-1.892171648
A0A140FWA4,A0A140FWA4_PSEPK,Pp_5551,Uncharacterized protein,PP_0528_PP_0751_PP_0812_PP_0815,R2,746797.3333,0.015600168,-1.806870731
A0A140FWA4,A0A140FWA4_PSEPK,Pp_5551,Uncharacterized protein,PP_0528_PP_0751_PP_0812_PP_0815,R3,511351.7,0.011838299,-1.9267107
A0A140FWA4,A0A140FWA4_PSEPK,Pp_5551,Uncharacterized protein,PP_0528_PP_0751_PP_0813_PP_0815,R1,709510.6667,0.013691175,-1.863559285
A0A140FWA4,A0A140FWA4_PSEPK,Pp_5551,Uncharacterized protein,PP_0528_PP_0751_PP_0813_PP_0815,R2,752906,0.014527894,-1.837797324
A0A140FWA4,A0A140FWA4_PSEPK,Pp_5551,Uncharacterized protein,PP_0528_PP_0751_PP_0813_PP_0815,R3,716133.3333,0.014926122,-1.826053026
A0A140FWA4,A0A140FWA4_PSEPK,Pp_5551,Uncharacterized protein,PP_0528_PP_0751_PP_0815,R1,511594.7667,0.010523695,-1.977831767
A0A140FWA4,A0A140FWA4_PSEPK,Pp_5551,Uncharacterized protein,PP_0528_PP_0751_PP_0815,R2,761291.6667,0.01563185,-1.805989629
A0A140FWA4,A0A140FWA4_PSEPK,Pp_5551,Uncharacterized protein,PP_0528_PP_0751_PP_0815,R3,688564.3333,0.013994985,-1.854027558
A0A140FWA4,A0A140FWA4_PSEPK,Pp_5551,Uncharacterized protein,PP_0751_PP_0813_PP_0815,R1,537665.8,0.011713688,-1.931306357
A0A140FWC7,A0A140FWC7_PSEPK,Pp_5576,Uncharacterized protein,PP_0368_PP_0751_PP_0813_PP_0815,R1,1307305.333,0.024469769,-1.611370124
A0A140FWC7,A0A140FWC7_PSEPK,Pp_5576,Uncharacterized protein,PP_0368_PP_0751_PP_0813_PP_0815,R2,914310.8,0.0169978,-1.769607293
A0A140FWC7,A0A140FWC7_PSEPK,Pp_5576,Uncharacterized protein,PP_0368_PP_0751_PP_0813_PP_0815,R3,833787.3333,0.015298326,-1.815356085
A0A140FWC7,A0A140FWC7_PSEPK,Pp_5576,Uncharacterized protein,PP_0528_PP_0751_PP_0812_PP_0815,R1,1381759,0.02908908,-1.536270008
A0A140FWC7,A0A140FWC7_PSEPK,Pp_5576,Uncharacterized protein,PP_0528_PP_0751_PP_0812_PP_0815,R2,962366.3333,0.02010328,-1.696733068
A0A140FWC7,A0A140FWC7_PSEPK,Pp_5576,Uncharacterized protein,PP_0528_PP_0751_PP_0812_PP_0815,R3,1058247.333,0.024499475,-1.610843221
A0A140FWC7,A0A140FWC7_PSEPK,Pp_5576,Uncharacterized protein,PP_0528_PP_0751_PP_0813_PP_0815,R1,1310991,0.025297727,-1.596918504
A0A140FWC7,A0A140FWC7_PSEPK,Pp_5576,Uncharacterized protein,PP_0528_PP_0751_PP_0813_PP_0815,R2,1076773,0.020777155,-1.682413925
A0A140FWC7,A0A140FWC7_PSEPK,Pp_5576,Uncharacterized protein,PP_0528_PP_0751_PP_0813_PP_0815,R3,1445058,0.030118849,-1.521161636
A0A140FWC7,A0A140FWC7_PSEPK,Pp_5576,Uncharacterized protein,PP_0528_PP_0751_PP_0815,R1,1193007.333,0.024540604,-1.610114747
A0A140FWC7,A0A140FWC7_PSEPK,Pp_5576,Uncharacterized protein,PP_0528_PP_0751_PP_0815,R2,1191506,0.024465581,-1.611444471
A0A140FWC7,A0A140FWC7_PSEPK,Pp_5576,Uncharacterized protein,PP_0528_PP_0751_PP_0815,R3,951398,0.019337047,-1.713609847
